dayofweek,hour,age,numscreens,minigame,liked,used_premium_feature
6,15,33,21,0,0,0
5,8,33,18,0,0,0
5,17,22,15,0,0,0
5,7,25,7,0,0,0
6,6,38,31,0,0,0
3,10,29,12,0,0,0
3,6,31,16,0,0,0
4,19,30,12,0,0,1
3,9,31,7,0,1,0
5,11,36,16,0,0,1
4,13,34,19,0,0,0
4,16,22,16,0,0,0
2,23,24,29,0,0,1
0,18,19,17,0,0,0
1,21,22,24,0,0,0
1,5,23,11,0,0,0
1,1,58,11,0,0,0
0,20,26,23,0,0,1
1,3,28,47,0,0,0
4,6,36,20,0,0,0
4,4,47,25,0,0,0
5,19,26,4,0,0,1
5,5,20,33,0,0,0
1,0,22,10,0,0,0
0,0,44,10,0,0,0
5,20,33,33,0,0,0
5,19,32,9,0,1,0
3,6,34,25,0,1,0
3,21,18,10,0,0,0
0,22,37,47,0,1,0
0,13,36,23,0,0,0
5,17,26,3,0,0,0
5,19,46,12,0,0,0
1,11,26,18,0,0,1
1,23,41,40,0,0,0
6,20,29,19,0,0,1
4,19,30,33,0,0,0
3,16,26,47,1,1,1
5,11,24,13,0,0,0
3,21,41,10,0,0,0
6,23,33,47,0,0,0
4,2,25,49,0,0,0
3,5,30,21,0,0,0
0,1,32,56,1,0,0
5,11,55,10,0,1,1
5,13,26,31,0,0,1
0,13,40,25,0,0,0
1,1,31,36,1,0,1
5,3,19,63,0,0,0
1,18,38,7,0,0,0
5,11,22,57,1,0,1
2,9,51,8,0,1,0
3,15,34,192,0,0,0
2,17,26,10,0,0,0
0,22,24,24,0,0,1
4,19,20,53,0,0,0
3,16,37,38,0,0,0
3,21,31,13,0,0,0
6,1,26,35,0,0,0
4,0,48,35,0,1,0
1,11,49,6,0,0,0
2,6,37,21,0,0,0
1,14,29,3,0,1,0
4,4,43,16,0,1,0
5,15,25,46,0,0,1
1,15,30,24,0,0,1
6,3,19,18,0,0,0
5,3,43,13,0,0,0
5,17,23,24,0,0,1
3,14,25,16,0,0,1
5,17,32,37,0,0,0
0,1,44,29,0,1,0
6,13,47,21,0,0,0
5,12,30,7,0,1,0
0,3,22,23,0,0,0
4,19,34,17,0,0,1
1,14,19,34,0,0,0
5,17,48,21,0,0,0
4,20,33,16,1,0,0
5,19,25,10,0,0,0
6,7,26,13,0,0,0
4,14,36,20,0,0,0
1,23,32,3,0,0,0
5,13,31,27,0,0,0
4,21,29,16,0,0,0
4,17,29,6,0,0,0
2,17,34,1,0,0,0
4,8,41,5,0,0,0
3,19,45,25,0,1,0
4,4,31,10,0,0,0
2,17,31,46,0,0,0
1,14,27,23,0,0,1
6,3,31,23,0,0,1
2,12,26,27,1,0,1
5,2,23,14,0,0,0
0,3,30,23,0,0,0
4,20,46,6,0,0,0
4,4,43,44,0,0,1
5,6,26,23,0,0,0
3,0,32,14,0,0,0
6,1,19,8,0,0,0
6,22,20,41,0,0,0
3,0,31,24,0,0,1
2,18,29,10,0,1,1
4,21,23,19,0,0,0
5,23,24,14,0,0,0
1,19,25,18,0,0,0
6,22,29,43,0,0,1
2,10,35,32,0,1,0
5,9,24,35,0,1,0
6,0,21,4,0,0,1
3,12,43,19,0,0,0
0,21,34,19,0,0,0
6,21,35,45,0,0,1
0,19,27,16,0,0,0
4,23,40,10,0,0,0
1,3,37,10,0,0,0
5,15,44,4,0,0,0
4,16,31,7,0,0,0
4,5,27,25,0,0,0
0,22,31,37,0,0,0
4,23,28,34,0,0,0
3,15,39,15,0,0,0
3,0,20,22,0,0,0
6,14,21,14,0,0,0
5,22,21,16,0,0,0
0,23,24,14,0,0,1
6,21,36,12,0,0,1
0,14,29,6,0,0,0
2,19,23,4,1,0,1
5,13,30,13,0,1,0
2,20,29,7,0,0,0
0,13,24,12,0,0,0
6,4,49,16,0,1,1
3,22,41,26,0,1,0
1,4,29,29,0,0,0
6,11,33,5,0,0,0
1,20,34,9,1,0,0
1,14,23,12,0,0,0
0,19,17,6,0,0,0
4,22,20,8,0,0,0
6,16,25,27,0,0,0
3,21,34,59,0,0,0
6,4,47,39,0,0,0
4,2,27,82,0,0,0
3,3,58,14,0,0,0
3,6,30,45,0,0,0
5,16,60,15,0,0,0
4,14,21,29,0,1,0
1,4,43,19,0,0,1
5,15,23,50,0,0,0
4,9,22,33,0,1,0
2,18,18,22,0,0,1
6,5,23,35,0,1,0
1,15,28,20,0,1,0
3,19,36,44,0,0,1
0,20,22,48,0,0,0
5,18,19,8,0,0,0
2,12,47,20,1,1,1
3,4,25,11,0,0,0
2,8,37,1,0,0,0
6,7,34,6,0,0,0
5,8,52,1,0,0,0
1,18,43,39,0,1,0
2,21,49,7,0,0,0
2,17,23,8,0,0,0
4,21,22,8,0,0,0
0,15,42,13,0,0,1
3,8,27,16,0,0,0
6,12,48,2,0,1,0
2,13,23,20,1,0,1
6,21,28,10,0,1,0
1,0,31,1,0,0,0
5,21,41,11,0,0,1
3,12,24,16,0,0,0
0,11,49,10,0,0,0
5,10,35,32,0,0,1
3,3,45,8,0,0,0
5,19,32,7,0,0,0
6,3,35,17,0,0,0
5,10,35,14,1,0,0
5,13,56,17,0,0,0
4,17,21,16,0,0,0
5,18,29,11,0,0,0
3,22,17,8,0,0,0
1,10,32,29,0,0,0
6,17,48,42,0,0,0
6,15,32,2,0,0,0
4,21,40,17,0,1,0
2,1,18,8,0,0,0
1,12,39,3,0,1,1
1,21,26,6,0,0,0
6,12,20,21,0,0,0
2,2,31,13,1,0,0
4,20,43,17,0,0,0
6,8,30,29,0,0,0
6,21,24,10,1,1,0
1,17,41,21,0,0,0
4,23,27,9,0,1,1
4,15,41,20,0,1,0
4,21,40,7,0,0,1
5,8,25,23,0,0,0
6,18,29,24,0,0,0
3,4,42,24,0,0,0
4,7,21,19,1,0,0
6,18,28,9,0,0,0
6,12,22,64,0,1,0
6,23,31,23,0,0,0
5,14,19,15,0,0,1
2,11,20,6,0,0,0
0,1,44,44,0,0,0
1,19,37,24,1,0,0
4,15,19,22,0,1,0
3,3,24,8,0,0,0
5,21,28,58,1,0,0
4,17,26,40,0,0,0
0,5,33,30,0,0,0
2,0,38,19,0,0,0
3,19,42,12,0,0,0
3,15,19,29,1,1,0
5,22,22,20,0,0,0
0,23,60,23,0,0,0
5,13,40,9,0,0,0
5,2,39,14,1,0,0
0,3,28,21,0,0,1
5,17,31,3,0,0,0
5,17,27,68,0,1,0
4,22,25,18,0,0,1
4,22,20,19,0,0,0
6,20,38,2,0,1,0
4,1,50,36,1,1,0
6,20,18,72,0,1,1
3,22,18,27,0,0,0
1,20,26,63,0,0,1
2,19,51,37,0,0,1
3,3,21,9,0,0,0
1,23,81,38,0,0,0
1,0,36,6,0,1,0
2,20,25,24,0,0,0
2,4,29,16,0,0,0
4,0,20,15,0,1,0
6,15,26,35,0,0,1
2,21,36,19,0,0,1
1,4,53,28,0,0,0
1,20,25,22,0,0,0
5,21,22,16,0,0,0
2,4,34,32,0,0,1
3,16,29,5,0,0,0
5,13,43,17,0,0,1
0,20,25,45,0,1,0
0,17,30,21,0,0,0
2,18,29,18,0,1,1
1,9,31,16,0,0,0
2,20,18,48,0,0,1
2,3,31,11,0,0,0
2,15,61,1,0,0,0
3,23,31,23,1,0,0
1,17,42,44,0,0,0
0,4,24,29,0,1,0
1,20,24,46,0,0,0
5,11,65,16,0,0,0
3,16,35,8,0,0,0
0,4,28,46,0,0,1
6,15,25,8,0,0,0
2,10,48,19,0,1,0
6,17,25,5,0,0,0
3,14,20,36,0,0,0
6,17,20,5,1,0,0
4,19,33,25,0,1,0
4,18,31,6,0,0,0
2,19,41,3,0,0,0
1,13,24,8,0,0,0
6,3,18,17,0,0,0
1,12,18,14,0,0,0
1,1,21,36,1,0,0
0,3,29,14,1,0,0
6,0,29,16,0,0,0
3,0,18,34,0,0,1
4,20,45,13,0,0,0
2,16,35,21,0,0,0
3,2,25,5,0,0,0
0,15,19,16,0,0,0
0,13,19,5,0,0,1
4,16,37,14,0,0,0
2,4,37,34,0,0,0
5,2,20,17,0,0,0
5,3,22,36,1,0,0
4,21,51,29,0,0,0
4,1,25,41,0,0,1
3,16,22,7,0,0,0
0,1,52,20,0,0,0
0,4,26,12,0,0,0
5,0,31,34,0,0,0
6,1,28,13,0,0,1
2,20,39,23,0,1,0
5,20,35,9,0,0,0
2,1,23,12,0,0,0
2,16,28,22,0,0,0
3,19,19,36,0,0,0
5,22,32,27,0,1,1
4,16,24,3,0,0,1
2,23,36,16,0,0,0
4,16,51,8,1,0,1
4,2,35,28,0,0,0
1,21,34,14,0,0,0
1,5,17,19,0,0,1
4,20,32,21,0,0,0
0,20,19,15,0,0,0
3,21,56,4,0,0,0
3,14,35,25,0,0,1
6,18,27,8,0,0,0
5,22,29,14,0,0,0
3,18,48,21,1,0,1
4,14,28,6,0,0,0
0,5,19,12,0,0,1
4,1,18,13,0,0,0
5,15,44,20,0,0,0
0,14,54,19,0,0,1
3,8,39,2,0,0,0
6,22,22,20,0,0,1
1,16,26,20,0,0,0
6,15,21,8,0,0,0
3,23,22,16,0,0,0
2,22,43,69,0,0,1
6,16,23,5,1,0,1
0,2,16,35,0,0,0
1,5,24,29,0,1,1
5,19,22,17,0,0,1
6,3,23,11,0,0,0
4,5,34,22,0,0,0
3,15,31,13,0,0,1
3,7,26,27,0,0,0
2,5,30,27,0,1,0
4,14,20,7,0,0,0
4,1,28,6,0,0,0
3,2,26,36,0,0,0
2,17,26,27,0,0,0
2,14,19,20,0,1,0
5,4,27,17,0,0,0
1,0,19,3,0,0,0
6,19,53,9,0,0,1
1,0,56,11,0,0,0
4,20,33,21,0,0,0
3,15,36,10,1,0,0
3,21,51,6,1,0,0
5,1,46,32,0,1,0
6,21,35,14,0,0,1
4,2,30,23,0,0,1
0,4,48,19,0,1,0
3,16,26,6,1,0,0
5,1,33,17,0,0,0
4,22,20,18,0,0,0
6,16,26,14,0,0,0
4,7,22,13,0,0,0
2,0,36,18,0,0,0
5,18,33,23,0,0,0
4,4,29,28,0,0,0
4,15,31,2,0,0,0
1,2,17,52,0,0,0
1,19,31,16,0,0,0
1,16,77,5,0,0,0
1,19,20,14,0,0,0
5,1,27,20,0,0,1
6,6,43,31,0,0,0
3,21,30,66,1,0,1
5,2,27,15,1,0,0
0,16,33,11,0,0,0
0,13,29,1,0,0,0
1,9,46,3,0,0,1
3,22,17,5,0,0,0
0,18,76,39,0,0,0
3,16,22,28,0,1,0
2,0,42,18,0,0,0
5,1,37,3,1,0,0
1,18,26,23,0,0,0
6,20,39,15,0,1,0
4,6,31,22,0,0,0
1,23,25,25,0,0,0
3,4,31,28,1,0,0
6,19,22,6,0,1,0
5,21,26,25,0,1,0
5,12,20,8,0,0,0
6,3,28,9,0,0,0
2,19,18,3,0,1,0
6,6,37,4,0,0,0
5,0,23,20,0,1,1
2,4,25,81,0,0,0
3,0,33,23,0,1,0
1,6,18,77,0,0,0
3,0,20,32,0,0,0
3,19,46,37,0,0,0
2,20,29,5,0,0,0
5,18,28,17,1,1,1
2,10,43,39,0,1,0
6,11,24,28,0,0,0
3,6,26,47,0,0,0
0,22,22,35,0,0,0
0,14,45,29,0,0,1
6,22,21,6,1,0,0
5,22,25,38,0,0,0
5,21,19,52,0,0,0
4,1,19,16,0,0,0
5,16,24,19,0,0,0
0,5,42,28,1,1,1
1,15,33,15,0,0,0
0,7,30,9,0,0,0
4,19,27,21,0,0,0
4,18,24,22,0,0,0
2,18,27,31,1,0,0
0,11,37,18,0,0,0
5,15,25,23,0,0,0
4,21,37,45,0,0,1
2,15,22,9,0,0,0
1,15,26,6,0,0,1
3,1,34,24,0,0,0
4,3,26,32,0,0,0
2,6,27,20,0,0,0
3,6,41,10,0,0,0
4,4,31,45,0,0,0
0,1,47,6,0,0,0
0,17,29,18,0,0,0
3,7,34,20,0,0,0
4,20,22,23,0,1,1
6,6,20,12,0,0,0
5,16,38,30,0,0,0
6,5,40,9,1,0,0
6,22,18,13,0,1,0
3,15,54,4,0,0,0
0,23,26,44,0,0,0
0,5,49,37,0,0,0
2,7,35,21,0,1,0
4,21,29,20,0,1,1
1,21,21,5,0,1,0
2,20,29,5,0,0,0
1,4,25,10,0,0,0
6,11,19,2,0,0,0
2,11,23,17,0,0,0
4,22,29,25,0,0,0
2,17,54,5,0,0,0
4,17,22,28,0,0,0
0,14,19,20,0,0,0
1,16,28,26,1,0,1
6,10,18,4,0,0,0
3,6,51,65,0,0,0
6,17,31,18,0,0,1
1,23,24,18,0,1,0
6,20,31,65,0,0,0
2,13,26,33,1,1,0
6,2,18,16,0,0,0
4,12,26,14,0,0,0
3,3,59,13,0,0,0
3,6,29,21,0,0,0
4,15,55,9,1,0,0
3,0,18,8,0,1,0
3,13,25,11,0,0,0
0,18,31,7,0,0,0
3,15,34,22,1,0,1
5,3,28,11,1,0,0
1,19,22,9,0,1,0
0,1,23,33,0,0,0
2,0,26,8,0,0,0
3,21,23,23,0,0,0
1,21,31,33,0,0,0
4,1,38,21,0,0,0
1,19,25,41,0,0,0
6,22,53,27,0,1,0
5,0,59,9,0,0,0
0,22,27,5,0,1,1
4,6,32,6,0,0,0
2,15,28,19,0,0,0
3,19,31,12,0,0,0
6,15,29,15,0,0,0
5,15,25,26,0,0,0
6,15,25,7,0,0,0
1,3,36,45,1,0,1
5,13,39,49,0,0,0
3,23,29,7,0,0,0
2,1,42,11,0,0,0
4,1,28,4,0,0,0
0,5,19,59,0,1,0
0,1,38,22,0,1,0
6,0,39,32,0,0,0
5,0,28,1,0,0,0
3,21,41,1,0,0,0
3,17,31,7,0,1,0
3,14,32,29,1,0,0
4,4,28,36,0,0,0
0,22,33,6,0,0,0
6,22,27,9,0,0,0
6,10,22,15,0,0,0
6,3,29,18,0,0,1
6,14,18,6,0,0,0
2,16,22,15,0,0,0
4,19,29,13,1,0,1
4,17,40,2,0,0,1
4,1,42,3,0,0,1
6,22,20,40,0,0,0
2,2,33,16,0,0,0
0,16,31,16,0,0,0
6,13,47,3,0,0,0
1,1,34,40,0,0,0
1,19,18,9,0,0,0
2,5,21,32,1,0,0
5,20,64,16,0,1,0
1,14,33,21,0,0,0
0,19,39,2,0,0,0
2,22,47,42,0,0,0
6,20,25,16,0,0,0
4,18,21,34,0,0,0
4,8,21,15,0,1,0
1,18,21,9,0,0,0
3,1,22,28,0,0,0
4,23,55,4,0,1,0
3,17,61,16,0,0,0
4,16,22,17,0,0,0
5,19,24,24,0,0,1
5,16,22,20,0,0,1
5,22,43,11,0,0,0
0,11,59,11,0,0,0
5,19,22,12,1,0,0
5,20,38,28,1,0,0
5,6,26,8,0,1,1
0,15,28,19,1,1,0
4,3,33,5,0,0,0
4,22,38,18,0,1,1
3,3,24,13,0,0,0
5,3,30,15,0,0,0
1,5,21,19,0,0,1
4,23,37,40,0,1,0
0,6,18,7,0,0,0
6,21,21,23,0,0,0
3,16,43,21,1,0,1
2,18,30,21,0,1,1
5,22,29,11,0,0,0
6,1,25,51,1,0,0
2,19,25,12,0,0,0
1,14,48,12,0,0,0
4,5,20,16,0,0,0
0,23,25,33,0,0,0
6,11,34,25,0,0,0
4,6,21,22,0,0,0
5,3,25,21,0,0,1
4,3,25,18,1,0,1
0,14,34,30,1,0,0
5,14,20,9,1,0,1
0,16,41,34,0,0,0
2,6,18,38,0,0,0
0,16,43,36,0,0,0
4,22,52,24,0,0,0
0,22,35,10,0,0,0
5,5,25,31,0,0,1
0,22,32,14,0,0,0
2,3,62,3,0,0,0
5,16,21,31,0,1,0
6,13,29,12,0,0,0
4,4,46,3,0,1,1
6,18,19,19,0,0,0
5,15,31,17,0,0,0
6,13,36,33,0,0,0
6,18,22,16,0,0,0
0,19,24,21,0,0,1
5,21,43,25,0,0,0
5,21,54,17,0,0,0
5,1,20,15,0,1,0
5,1,36,24,0,0,0
5,2,36,30,0,0,0
5,11,26,26,0,0,0
1,18,23,26,0,0,0
4,13,42,11,1,0,0
3,7,20,62,0,0,1
5,20,33,14,0,0,0
0,9,29,38,0,0,0
1,8,20,19,0,0,0
3,18,26,22,0,0,1
3,2,21,1,0,0,0
0,16,38,17,0,0,0
4,17,28,26,0,1,0
3,22,31,9,0,0,0
6,11,27,11,0,0,0
3,20,50,18,0,1,0
2,19,41,30,0,0,0
4,6,29,16,0,1,0
2,11,22,6,0,0,0
6,3,17,15,0,0,0
6,3,19,45,0,0,0
0,12,48,17,0,0,1
2,7,19,12,0,0,0
6,3,26,51,0,0,0
1,19,21,30,0,0,0
1,1,35,8,0,0,0
4,5,25,58,0,0,1
1,1,41,18,0,0,0
6,2,25,2,0,0,0
4,20,41,23,0,1,0
3,7,32,23,0,0,1
6,17,31,20,0,0,0
2,1,61,33,0,0,0
5,6,30,53,0,0,1
4,23,26,23,0,1,0
5,15,23,23,0,0,1
6,23,34,19,0,0,1
3,6,48,25,1,1,1
0,20,36,1,0,0,0
6,18,28,52,0,0,0
0,0,50,29,0,0,0
4,4,19,73,0,0,1
1,23,39,36,0,0,0
2,0,35,24,0,0,0
5,4,42,19,0,0,0
4,5,24,28,1,0,1
0,14,19,20,0,0,0
4,4,22,14,0,0,0
5,16,37,16,0,1,0
2,16,45,40,0,1,0
1,3,23,18,0,0,0
1,16,35,43,1,1,0
1,15,24,5,0,0,1
0,1,32,20,1,0,1
4,21,53,16,0,0,0
6,8,25,21,0,0,0
4,17,17,16,0,0,1
5,15,23,11,0,0,0
1,6,29,23,0,1,0
2,0,26,31,1,0,0
5,8,36,28,0,0,0
1,19,47,21,0,0,0
4,15,22,179,0,0,0
3,17,22,7,0,0,0
2,14,19,21,0,0,0
0,1,44,36,0,0,0
4,2,36,27,0,1,0
1,3,37,17,0,0,0
6,22,37,53,0,0,0
6,18,30,6,0,0,0
1,15,42,22,0,0,0
6,0,25,16,0,0,0
1,13,27,25,0,0,1
3,2,28,32,0,0,1
4,16,62,11,0,1,0
0,22,27,24,0,0,0
2,23,37,10,0,0,0
2,6,20,6,1,0,0
2,17,54,15,0,0,0
2,23,44,6,0,0,0
0,17,38,15,1,0,0
4,2,20,32,0,0,0
4,17,23,3,0,1,0
5,0,17,40,0,0,0
3,8,27,1,0,0,0
2,16,29,12,0,0,0
3,12,50,25,0,1,0
6,4,18,23,0,0,0
2,14,18,19,0,1,1
1,16,25,2,0,1,0
3,5,18,24,0,0,0
6,22,36,16,0,0,1
5,20,18,10,0,0,0
2,14,32,69,1,0,0
1,14,27,10,0,0,0
6,0,19,17,0,0,0
4,20,30,22,1,0,1
2,19,22,27,1,1,1
3,15,28,13,0,1,0
2,19,35,29,0,0,0
1,8,34,12,0,0,0
4,15,21,27,1,0,1
0,3,25,15,0,1,0
5,20,24,8,0,0,0
0,13,21,20,1,0,0
3,22,30,51,0,1,1
4,8,37,3,0,0,0
0,6,31,35,0,0,0
5,11,29,24,1,0,0
6,8,25,6,0,1,0
3,2,54,6,0,0,1
3,15,23,51,0,0,1
2,22,17,16,0,0,0
6,17,28,15,0,0,1
4,20,20,2,1,0,0
4,0,44,28,0,0,0
2,7,58,17,0,0,0
6,0,26,45,0,1,0
6,4,33,4,0,1,0
5,2,37,17,0,0,0
2,0,36,7,0,0,0
1,13,47,6,0,0,0
5,16,52,40,1,0,0
0,11,33,19,0,0,1
3,23,41,2,0,0,0
4,16,30,25,0,0,0
6,7,25,20,1,0,0
1,0,27,8,0,0,0
3,3,51,11,0,0,0
3,3,21,7,1,0,0
2,20,35,25,0,0,0
3,19,31,9,0,0,0
5,16,28,26,0,0,1
0,23,28,9,1,1,0
0,0,31,27,0,0,1
4,18,26,19,0,0,0
6,21,26,1,0,0,0
5,12,51,18,0,0,0
6,1,34,16,0,0,0
0,4,30,17,0,0,0
2,0,26,50,0,0,0
6,6,34,62,0,0,0
3,23,25,24,0,1,1
1,14,22,44,0,0,0
4,15,20,6,1,0,1
3,21,51,16,1,0,0
6,16,21,29,0,0,0
0,1,37,17,0,0,1
1,18,25,17,0,0,1
2,14,28,27,0,1,0
4,13,55,5,0,0,0
0,2,26,22,0,0,1
6,19,42,32,0,0,0
1,21,25,32,0,0,0
6,16,27,6,0,0,0
1,5,19,24,0,1,0
3,23,33,9,0,0,0
2,7,51,15,0,0,0
3,14,18,6,0,0,1
0,22,21,24,0,0,0
6,15,66,133,0,0,0
6,12,36,6,0,0,0
5,14,45,7,0,1,1
3,19,29,45,0,0,0
1,18,38,7,1,0,0
4,12,21,31,0,0,1
6,1,38,24,0,0,0
3,4,28,18,0,0,1
5,22,24,14,0,0,0
6,21,25,21,0,0,1
4,2,26,33,0,0,0
0,1,24,39,0,0,0
0,13,22,3,1,0,0
2,15,26,29,0,0,1
4,19,35,9,0,0,0
0,17,33,32,0,1,1
2,2,44,9,0,0,0
4,21,34,15,1,1,0
6,22,39,6,0,0,0
4,7,25,10,0,0,0
3,22,35,23,1,0,0
3,16,34,41,0,0,1
3,17,33,1,0,0,0
4,4,38,5,0,0,0
0,22,36,6,0,1,0
2,1,27,8,0,0,0
0,20,21,14,0,0,0
5,0,22,2,0,0,0
0,17,19,27,0,0,0
3,18,25,6,0,0,0
5,5,30,16,1,0,0
2,18,41,25,1,1,0
5,2,26,6,0,1,0
4,13,31,4,1,0,0
6,8,27,45,0,1,0
5,11,19,16,0,0,0
4,6,33,36,0,0,0
4,15,42,5,0,0,0
0,17,21,4,0,0,0
5,13,72,25,0,1,0
5,4,50,17,0,0,0
6,5,32,25,0,0,0
4,13,23,39,0,0,0
6,4,23,16,0,1,0
6,14,38,36,0,0,0
0,22,18,20,0,0,0
1,22,39,14,0,0,0
5,17,35,6,0,0,1
5,7,24,10,0,0,0
0,7,20,6,0,0,0
4,1,29,15,0,0,0
5,0,21,29,0,0,0
0,21,20,4,1,0,0
5,21,32,13,0,0,0
5,4,38,19,0,0,0
2,17,22,17,1,0,1
2,4,27,27,0,0,0
5,1,27,14,0,0,0
6,1,23,25,1,0,0
6,20,21,33,1,0,0
4,23,19,17,0,0,0
1,16,27,37,0,0,0
6,4,43,18,0,1,0
4,10,35,9,0,0,0
5,21,23,7,0,0,0
0,17,37,6,0,1,0
5,11,36,9,0,0,0
0,6,21,30,0,0,0
6,9,75,7,1,0,1
6,6,38,23,0,0,0
0,16,47,35,0,0,1
6,3,31,28,0,0,0
2,6,22,21,0,1,0
6,15,20,2,0,1,0
4,8,26,17,0,0,0
6,7,30,16,0,0,0
6,22,32,40,0,1,1
3,5,27,51,0,0,0
0,1,29,14,0,0,0
4,1,30,7,0,0,0
5,19,37,15,0,1,1
4,20,20,29,0,0,0
3,1,16,14,0,0,0
2,2,44,8,0,0,0
4,14,20,29,1,0,1
4,0,44,12,1,0,0
6,2,33,30,0,0,1
5,21,23,23,0,0,1
3,7,42,20,0,0,0
0,18,55,3,0,0,0
1,16,24,19,0,0,1
5,16,20,24,0,0,0
6,18,23,27,0,1,0
2,13,29,9,0,0,0
5,15,28,93,0,0,0
1,12,30,14,0,0,0
3,16,33,28,0,0,0
5,15,52,51,0,0,0
2,10,22,48,0,0,0
2,0,27,20,0,0,0
3,13,30,6,0,1,0
0,11,20,25,0,0,0
4,22,24,10,0,0,0
3,16,20,59,0,0,1
6,0,24,7,0,0,0
6,14,44,15,0,1,0
1,15,33,17,0,0,0
5,15,22,132,0,0,0
5,17,18,18,0,0,0
4,17,29,2,1,0,0
4,18,30,10,0,0,0
5,10,27,28,0,0,1
1,23,18,48,0,0,0
0,15,19,12,0,0,0
3,2,34,26,0,0,1
1,6,20,33,0,0,0
4,2,37,20,1,0,0
4,21,60,2,0,0,0
1,19,21,17,0,0,0
2,5,39,8,0,0,0
4,16,27,29,0,1,0
5,18,22,23,0,0,1
5,13,61,2,0,1,0
6,7,37,14,0,0,0
3,14,44,13,0,0,0
0,16,34,13,0,0,0
0,4,29,28,0,1,0
1,2,41,128,0,0,1
1,22,30,29,1,0,1
6,12,38,33,0,0,0
3,18,22,71,0,0,0
2,15,18,14,0,0,0
3,3,20,12,0,0,0
6,7,31,6,0,1,0
5,22,23,14,0,0,0
6,18,38,10,0,0,0
0,16,40,28,0,0,0
0,4,47,67,0,0,0
0,2,28,22,0,0,0
3,18,25,24,0,0,1
3,18,20,19,0,0,0
2,10,18,31,0,1,0
1,15,43,3,0,0,0
0,0,22,40,0,0,0
4,21,19,32,0,0,0
6,16,21,20,0,0,0
6,12,31,58,0,0,0
6,1,24,26,0,0,0
5,18,30,44,0,0,0
6,21,25,11,0,0,0
2,21,38,9,0,0,0
5,2,34,8,0,0,0
5,19,23,18,0,0,0
3,19,26,2,0,0,0
3,18,37,2,0,1,0
6,0,23,26,0,0,0
0,7,35,4,0,0,0
4,15,22,57,0,0,1
4,22,31,6,0,0,0
6,0,22,23,0,0,0
1,0,17,5,0,0,0
2,13,31,20,0,0,0
0,22,18,14,0,0,0
5,13,37,19,1,0,1
5,16,22,15,0,1,0
2,11,18,20,0,0,1
5,22,44,33,0,1,0
0,21,50,9,0,0,0
6,2,27,28,0,0,1
5,6,23,51,0,0,0
6,13,23,8,0,0,0
6,1,44,6,0,0,0
0,20,24,20,0,0,0
0,3,20,15,0,0,0
1,1,50,11,0,0,0
2,17,29,16,0,0,0
6,14,40,48,1,0,0
6,16,31,22,0,0,0
6,3,20,19,0,0,0
3,15,54,4,0,0,0
0,18,30,44,0,0,0
6,3,51,57,1,0,0
3,0,22,23,0,0,0
3,19,21,15,0,0,0
2,5,45,39,1,0,0
0,17,23,10,0,1,0
4,4,25,26,0,0,0
5,16,27,46,0,1,0
6,0,52,11,0,0,0
1,15,21,1,0,0,0
0,16,60,16,0,0,0
0,21,48,12,0,0,1
3,16,41,19,0,0,0
1,17,24,13,0,0,0
1,8,29,17,0,0,0
0,19,31,43,0,0,0
6,11,40,8,0,1,1
4,19,45,8,0,0,0
1,23,26,2,0,0,0
2,15,48,26,0,0,0
6,0,24,30,0,0,0
6,11,26,46,0,0,0
2,16,22,10,0,0,0
2,0,17,20,0,0,0
4,14,21,75,0,0,0
5,15,28,24,0,0,0
6,14,38,19,0,0,0
1,20,40,8,0,0,1
5,19,53,13,0,0,0
1,13,18,7,0,0,0
5,3,21,20,0,0,0
1,8,56,4,0,0,0
3,10,50,7,0,0,0
1,20,23,10,0,0,0
3,1,26,16,0,0,0
0,21,30,9,0,0,0
6,3,54,18,0,0,0
4,14,21,22,0,1,0
6,13,23,11,0,0,0
5,7,23,37,0,0,0
3,5,27,27,0,0,0
0,16,34,24,0,0,0
1,15,33,36,0,0,1
0,18,37,58,0,0,1
0,17,32,9,0,0,0
0,12,37,18,0,0,0
3,5,27,66,0,0,0
4,0,33,29,0,0,0
6,15,21,28,0,0,0
0,14,34,52,1,0,1
0,21,27,27,0,0,0
6,9,44,17,0,0,1
3,20,40,4,0,0,0
0,4,33,23,0,0,0
0,2,25,69,1,0,0
1,15,34,27,0,0,0
1,3,22,41,1,0,0
4,18,33,8,0,0,0
5,19,33,15,0,0,0
2,2,24,29,0,0,0
1,13,36,29,0,0,1
5,21,54,31,0,0,1
6,16,34,23,0,0,1
4,17,27,7,0,1,0
4,20,30,10,0,0,1
3,4,46,26,0,0,0
6,18,33,24,0,0,0
5,23,28,5,0,0,1
5,20,26,4,0,0,0
3,2,21,20,0,1,0
1,22,34,7,0,0,1
5,17,58,11,1,0,0
6,5,22,11,0,1,0
2,17,27,16,0,0,1
6,12,24,13,0,0,0
4,20,23,6,0,0,0
5,20,27,16,0,0,1
6,3,24,13,0,0,0
0,0,35,36,0,0,0
1,11,23,11,0,0,0
2,22,40,59,0,1,0
4,16,33,36,1,0,0
5,17,21,29,0,0,0
5,3,37,19,0,0,0
0,16,27,27,0,1,0
5,15,23,144,0,0,0
5,18,29,14,0,0,0
1,9,40,25,0,0,0
6,12,44,12,0,0,1
0,18,60,23,0,0,0
0,13,32,34,0,0,0
0,2,33,24,0,0,0
5,18,31,18,0,1,0
